id,dteday,season,month,hour,is_holiday,weekday,is_workingday,weather_situation,count
1595,2011-03-11,1,3,22,0,5,1,1,64
1596,2011-03-11,1,3,23,0,5,1,1,37
1597,2011-03-12,1,3,0,0,6,0,1,34
1598,2011-03-12,1,3,1,0,6,0,1,18
1599,2011-03-12,1,3,2,0,6,0,1,14
1600,2011-03-12,1,3,3,0,6,0,1,7
1601,2011-03-12,1,3,4,0,6,0,1,1
1602,2011-03-12,1,3,5,0,6,0,1,2
1603,2011-03-12,1,3,6,0,6,0,1,4
1604,2011-03-12,1,3,7,0,6,0,1,23
1605,2011-03-12,1,3,8,0,6,0,1,53
1606,2011-03-12,1,3,9,0,6,0,1,101
1607,2011-03-12,1,3,10,0,6,0,1,99
1608,2011-03-12,1,3,11,0,6,0,1,119
1609,2011-03-12,1,3,12,0,6,0,1,158
1610,2011-03-12,1,3,13,0,6,0,1,157
1611,2011-03-12,1,3,14,0,6,0,1,166
1612,2011-03-12,1,3,15,0,6,0,1,182
1613,2011-03-12,1,3,16,0,6,0,1,244
1614,2011-03-12,1,3,17,0,6,0,1,213
1615,2011-03-12,1,3,18,0,6,0,1,145
1616,2011-03-12,1,3,19,0,6,0,1,112
1617,2011-03-12,1,3,20,0,6,0,1,86
1618,2011-03-12,1,3,21,0,6,0,1,82
1619,2011-03-12,1,3,22,0,6,0,1,63
1620,2011-03-12,1,3,23,0,6,0,1,49
1621,2011-03-13,1,3,0,0,0,0,1,38
1622,2011-03-13,1,3,1,0,0,0,1,33
1623,2011-03-13,1,3,3,0,0,0,1,23
1624,2011-03-13,1,3,4,0,0,0,1,13
1625,2011-03-13,1,3,5,0,0,0,1,3
1626,2011-03-13,1,3,6,0,0,0,1,2
1627,2011-03-13,1,3,7,0,0,0,1,10
1628,2011-03-13,1,3,8,0,0,0,1,34
1629,2011-03-13,1,3,9,0,0,0,1,44
1630,2011-03-13,1,3,10,0,0,0,1,122
1631,2011-03-13,1,3,11,0,0,0,1,181
1632,2011-03-13,1,3,12,0,0,0,1,194
1633,2011-03-13,1,3,13,0,0,0,1,221
1634,2011-03-13,1,3,14,0,0,0,1,250
1635,2011-03-13,1,3,15,0,0,0,1,304
1636,2011-03-13,1,3,16,0,0,0,1,256
1637,2011-03-13,1,3,17,0,0,0,1,241
1638,2011-03-13,1,3,18,0,0,0,1,147
1639,2011-03-13,1,3,19,0,0,0,1,101
1640,2011-03-13,1,3,20,0,0,0,1,77
1641,2011-03-13,1,3,21,0,0,0,1,58
1642,2011-03-13,1,3,22,0,0,0,1,37
1643,2011-03-13,1,3,23,0,0,0,1,28
1644,2011-03-14,1,3,0,0,1,1,1,11
1645,2011-03-14,1,3,1,0,1,1,1,1
1646,2011-03-14,1,3,2,0,1,1,1,1
1647,2011-03-14,1,3,3,0,1,1,1,3
1648,2011-03-14,1,3,5,0,1,1,1,8
1649,2011-03-14,1,3,6,0,1,1,1,28
1650,2011-03-14,1,3,7,0,1,1,2,88
1651,2011-03-14,1,3,8,0,1,1,2,241
1652,2011-03-14,1,3,9,0,1,1,1,140
1653,2011-03-14,1,3,10,0,1,1,1,84
1654,2011-03-14,1,3,11,0,1,1,1,71
1655,2011-03-14,1,3,12,0,1,1,1,94
1656,2011-03-14,1,3,13,0,1,1,1,75
1657,2011-03-14,1,3,14,0,1,1,2,79
1658,2011-03-14,1,3,15,0,1,1,1,101
1659,2011-03-14,1,3,16,0,1,1,1,107
1660,2011-03-14,1,3,17,0,1,1,1,271
1661,2011-03-14,1,3,18,0,1,1,1,235
1662,2011-03-14,1,3,19,0,1,1,1,150
1663,2011-03-14,1,3,20,0,1,1,1,129
1664,2011-03-14,1,3,21,0,1,1,1,63
1665,2011-03-14,1,3,22,0,1,1,1,47
1666,2011-03-14,1,3,23,0,1,1,1,19
1667,2011-03-15,1,3,0,0,2,1,1,14
1668,2011-03-15,1,3,1,0,2,1,1,10
1669,2011-03-15,1,3,2,0,2,1,1,3
1670,2011-03-15,1,3,4,0,2,1,1,2
1671,2011-03-15,1,3,5,0,2,1,1,11
1672,2011-03-15,1,3,6,0,2,1,1,35
1673,2011-03-15,1,3,7,0,2,1,1,119
1674,2011-03-15,1,3,8,0,2,1,1,282
1675,2011-03-15,1,3,9,0,2,1,2,157
1676,2011-03-15,1,3,10,0,2,1,2,78
1677,2011-03-15,1,3,11,0,2,1,2,78
1678,2011-03-15,1,3,12,0,2,1,2,102
1679,2011-03-15,1,3,13,0,2,1,2,97
1680,2011-03-15,1,3,14,0,2,1,2,88
1681,2011-03-15,1,3,15,0,2,1,2,90
1682,2011-03-15,1,3,16,0,2,1,2,114
1683,2011-03-15,1,3,17,0,2,1,2,217
1684,2011-03-15,1,3,18,0,2,1,2,225
1685,2011-03-15,1,3,19,0,2,1,2,152
1686,2011-03-15,1,3,20,0,2,1,2,88
1687,2011-03-15,1,3,21,0,2,1,3,55
1688,2011-03-15,1,3,22,0,2,1,2,21
1689,2011-03-15,1,3,23,0,2,1,2,18
1690,2011-03-16,1,3,0,0,3,1,3,8
1691,2011-03-16,1,3,1,0,3,1,3,3
1692,2011-03-16,1,3,3,0,3,1,2,3
1693,2011-03-16,1,3,4,0,3,1,2,1
1694,2011-03-16,1,3,5,0,3,1,2,3
1695,2011-03-16,1,3,6,0,3,1,2,31
1696,2011-03-16,1,3,7,0,3,1,2,111
1697,2011-03-16,1,3,8,0,3,1,2,253
1698,2011-03-16,1,3,9,0,3,1,2,154
1699,2011-03-16,1,3,10,0,3,1,2,68
1700,2011-03-16,1,3,11,0,3,1,2,75
1701,2011-03-16,1,3,12,0,3,1,2,88
1702,2011-03-16,1,3,13,0,3,1,2,99
1703,2011-03-16,1,3,14,0,3,1,2,100
1704,2011-03-16,1,3,15,0,3,1,2,101
1705,2011-03-16,1,3,16,0,3,1,2,151
1706,2011-03-16,1,3,17,0,3,1,2,253
1707,2011-03-16,1,3,18,0,3,1,2,237
1708,2011-03-16,1,3,19,0,3,1,2,168
1709,2011-03-16,1,3,20,0,3,1,2,121
1710,2011-03-16,1,3,21,0,3,1,2,78
1711,2011-03-16,1,3,22,0,3,1,2,59
1712,2011-03-16,1,3,23,0,3,1,1,27
1713,2011-03-17,1,3,0,0,4,1,1,23
1714,2011-03-17,1,3,1,0,4,1,1,12
1715,2011-03-17,1,3,2,0,4,1,1,8
1716,2011-03-17,1,3,3,0,4,1,1,2
1717,2011-03-17,1,3,4,0,4,1,1,3
1718,2011-03-17,1,3,5,0,4,1,1,13
1719,2011-03-17,1,3,6,0,4,1,1,51
1720,2011-03-17,1,3,7,0,4,1,1,140
1721,2011-03-17,1,3,8,0,4,1,1,299
1722,2011-03-17,1,3,9,0,4,1,1,185
1723,2011-03-17,1,3,10,0,4,1,1,78
1724,2011-03-17,1,3,11,0,4,1,1,86
1725,2011-03-17,1,3,12,0,4,1,1,105
1726,2011-03-17,1,3,13,0,4,1,2,111
1727,2011-03-17,1,3,14,0,4,1,1,119
1728,2011-03-17,1,3,15,0,4,1,1,125
1729,2011-03-17,1,3,16,0,4,1,1,142
1730,2011-03-17,1,3,17,0,4,1,1,313
1731,2011-03-17,1,3,18,0,4,1,2,310
1732,2011-03-17,1,3,19,0,4,1,1,207
1733,2011-03-17,1,3,20,0,4,1,1,137
1734,2011-03-17,1,3,21,0,4,1,1,138
1735,2011-03-17,1,3,22,0,4,1,1,87
1736,2011-03-17,1,3,23,0,4,1,1,50
1737,2011-03-18,1,3,0,0,5,1,1,29
1738,2011-03-18,1,3,1,0,5,1,1,16
1739,2011-03-18,1,3,2,0,5,1,1,14
1740,2011-03-18,1,3,3,0,5,1,1,5
1741,2011-03-18,1,3,5,0,5,1,1,10
1742,2011-03-18,1,3,6,0,5,1,1,36
1743,2011-03-18,1,3,7,0,5,1,1,123
1744,2011-03-18,1,3,8,0,5,1,1,280
1745,2011-03-18,1,3,9,0,5,1,1,210
1746,2011-03-18,1,3,10,0,5,1,1,117
1747,2011-03-18,1,3,11,0,5,1,1,159
1748,2011-03-18,1,3,12,0,5,1,2,195
1749,2011-03-18,1,3,13,0,5,1,1,175
1750,2011-03-18,1,3,14,0,5,1,1,174
1751,2011-03-18,1,3,15,0,5,1,2,173
1752,2011-03-18,1,3,16,0,5,1,1,204
1753,2011-03-18,1,3,17,0,5,1,1,332
1754,2011-03-18,1,3,18,0,5,1,1,331
1755,2011-03-18,1,3,19,0,5,1,1,190
1756,2011-03-18,1,3,20,0,5,1,1,149
1757,2011-03-18,1,3,21,0,5,1,1,113
1758,2011-03-18,1,3,22,0,5,1,1,118
1759,2011-03-18,1,3,23,0,5,1,2,86
1760,2011-03-19,1,3,0,0,6,0,2,76
1761,2011-03-19,1,3,1,0,6,0,2,51
1762,2011-03-19,1,3,2,0,6,0,2,25
1763,2011-03-19,1,3,3,0,6,0,2,8
1764,2011-03-19,1,3,4,0,6,0,1,3
1765,2011-03-19,1,3,5,0,6,0,1,2
1766,2011-03-19,1,3,6,0,6,0,1,10
1767,2011-03-19,1,3,7,0,6,0,1,13
1768,2011-03-19,1,3,8,0,6,0,1,48
1769,2011-03-19,1,3,9,0,6,0,1,76
1770,2011-03-19,1,3,10,0,6,0,1,140
1771,2011-03-19,1,3,11,0,6,0,1,196
1772,2011-03-19,1,3,12,0,6,0,1,267
1773,2011-03-19,1,3,13,0,6,0,1,301
1774,2011-03-19,1,3,14,0,6,0,1,312
1775,2011-03-19,1,3,15,0,6,0,1,313
1776,2011-03-19,1,3,16,0,6,0,1,304
1777,2011-03-19,1,3,17,0,6,0,1,278
1778,2011-03-19,1,3,18,0,6,0,1,217
1779,2011-03-19,1,3,19,0,6,0,1,154
1780,2011-03-19,1,3,20,0,6,0,1,108
1781,2011-03-19,1,3,21,0,6,0,1,93
1782,2011-03-19,1,3,22,0,6,0,1,72
1783,2011-03-19,1,3,23,0,6,0,1,50
1784,2011-03-20,1,3,0,0,0,0,1,40
1785,2011-03-20,1,3,1,0,0,0,1,24
1786,2011-03-20,1,3,2,0,0,0,1,30
1787,2011-03-20,1,3,3,0,0,0,1,12
1788,2011-03-20,1,3,4,0,0,0,1,3
1789,2011-03-20,1,3,5,0,0,0,1,9
1790,2011-03-20,1,3,6,0,0,0,1,4
1791,2011-03-20,1,3,7,0,0,0,1,14
1792,2011-03-20,1,3,8,0,0,0,1,37
1793,2011-03-20,1,3,9,0,0,0,1,78
1794,2011-03-20,1,3,10,0,0,0,2,136
1795,2011-03-20,1,3,11,0,0,0,1,203
1796,2011-03-20,1,3,12,0,0,0,1,228
1797,2011-03-20,1,3,13,0,0,0,1,203
1798,2011-03-20,1,3,14,0,0,0,1,279
1799,2011-03-20,1,3,15,0,0,0,1,308
1800,2011-03-20,1,3,16,0,0,0,1,224
1801,2011-03-20,1,3,17,0,0,0,1,226
1802,2011-03-20,1,3,18,0,0,0,1,156
1803,2011-03-20,1,3,19,0,0,0,1,79
1804,2011-03-20,1,3,20,0,0,0,1,67
1805,2011-03-20,1,3,21,0,0,0,2,49
1806,2011-03-20,1,3,22,0,0,0,2,38
1807,2011-03-20,1,3,23,0,0,0,3,24
1808,2011-03-21,2,3,0,0,1,1,3,13
1809,2011-03-21,2,3,1,0,1,1,2,7
1810,2011-03-21,2,3,2,0,1,1,2,6
1811,2011-03-21,2,3,3,0,1,1,2,1
1812,2011-03-21,2,3,5,0,1,1,1,2
1813,2011-03-21,2,3,6,0,1,1,3,32
1814,2011-03-21,2,3,7,0,1,1,3,18
1815,2011-03-21,2,3,8,0,1,1,2,98
1816,2011-03-21,2,3,9,0,1,1,2,127
1817,2011-03-21,2,3,10,0,1,1,2,62
1818,2011-03-21,2,3,11,0,1,1,2,79
1819,2011-03-21,2,3,12,0,1,1,2,81
1820,2011-03-21,2,3,13,0,1,1,2,112
1821,2011-03-21,2,3,14,0,1,1,2,101
1822,2011-03-21,2,3,15,0,1,1,2,107
1823,2011-03-21,2,3,16,0,1,1,2,141
1824,2011-03-21,2,3,17,0,1,1,2,272
1825,2011-03-21,2,3,18,0,1,1,2,276
1826,2011-03-21,2,3,19,0,1,1,1,221
1827,2011-03-21,2,3,20,0,1,1,1,122
1828,2011-03-21,2,3,21,0,1,1,1,91
1829,2011-03-21,2,3,22,0,1,1,1,78
1830,2011-03-21,2,3,23,0,1,1,1,30
1831,2011-03-22,2,3,0,0,2,1,1,11
1832,2011-03-22,2,3,1,0,2,1,1,19
1833,2011-03-22,2,3,2,0,2,1,1,1
1834,2011-03-22,2,3,3,0,2,1,1,5
1835,2011-03-22,2,3,4,0,2,1,2,1
1836,2011-03-22,2,3,5,0,2,1,2,12
1837,2011-03-22,2,3,6,0,2,1,1,60
1838,2011-03-22,2,3,7,0,2,1,2,136
1839,2011-03-22,2,3,8,0,2,1,2,336
1840,2011-03-22,2,3,9,0,2,1,2,178
1841,2011-03-22,2,3,10,0,2,1,2,124
1842,2011-03-22,2,3,11,0,2,1,1,86
1843,2011-03-22,2,3,12,0,2,1,1,121
1844,2011-03-22,2,3,13,0,2,1,1,106
1845,2011-03-22,2,3,14,0,2,1,1,101
1846,2011-03-22,2,3,15,0,2,1,1,134
1847,2011-03-22,2,3,16,0,2,1,1,165
1848,2011-03-22,2,3,17,0,2,1,1,307
1849,2011-03-22,2,3,18,0,2,1,1,312
1850,2011-03-22,2,3,19,0,2,1,2,164
1851,2011-03-22,2,3,20,0,2,1,2,135
1852,2011-03-22,2,3,21,0,2,1,2,87
1853,2011-03-22,2,3,22,0,2,1,2,70
1854,2011-03-22,2,3,23,0,2,1,2,32
1855,2011-03-23,2,3,0,0,3,1,3,11
1856,2011-03-23,2,3,1,0,3,1,3,7
1857,2011-03-23,2,3,2,0,3,1,3,2
1858,2011-03-23,2,3,3,0,3,1,2,3
1859,2011-03-23,2,3,5,0,3,1,3,10
1860,2011-03-23,2,3,6,0,3,1,2,44
1861,2011-03-23,2,3,7,0,3,1,2,118
1862,2011-03-23,2,3,8,0,3,1,2,261
1863,2011-03-23,2,3,9,0,3,1,2,182
1864,2011-03-23,2,3,10,0,3,1,2,75
1865,2011-03-23,2,3,11,0,3,1,2,71
1866,2011-03-23,2,3,12,0,3,1,2,87
1867,2011-03-23,2,3,13,0,3,1,3,108
1868,2011-03-23,2,3,14,0,3,1,2,84
1869,2011-03-23,2,3,15,0,3,1,2,85
1870,2011-03-23,2,3,16,0,3,1,2,136
1871,2011-03-23,2,3,17,0,3,1,2,273
1872,2011-03-23,2,3,18,0,3,1,3,238
1873,2011-03-23,2,3,19,0,3,1,3,159
1874,2011-03-23,2,3,20,0,3,1,3,75
1875,2011-03-23,2,3,21,0,3,1,3,22
1876,2011-03-23,2,3,22,0,3,1,2,44
1877,2011-03-23,2,3,23,0,3,1,3,26
1878,2011-03-24,2,3,0,0,4,1,2,11
1879,2011-03-24,2,3,1,0,4,1,2,3
1880,2011-03-24,2,3,2,0,4,1,2,6
1881,2011-03-24,2,3,3,0,4,1,2,1
1882,2011-03-24,2,3,4,0,4,1,2,1
1883,2011-03-24,2,3,5,0,4,1,2,9
1884,2011-03-24,2,3,6,0,4,1,2,41
1885,2011-03-24,2,3,7,0,4,1,3,108
1886,2011-03-24,2,3,8,0,4,1,3,124
1887,2011-03-24,2,3,9,0,4,1,2,97
1888,2011-03-24,2,3,10,0,4,1,2,65
1889,2011-03-24,2,3,11,0,4,1,2,71
1890,2011-03-24,2,3,12,0,4,1,2,94
1891,2011-03-24,2,3,13,0,4,1,2,101
1892,2011-03-24,2,3,14,0,4,1,2,83
1893,2011-03-24,2,3,15,0,4,1,2,90
1894,2011-03-24,2,3,16,0,4,1,2,84
1895,2011-03-24,2,3,17,0,4,1,2,233
1896,2011-03-24,2,3,18,0,4,1,2,214
1897,2011-03-24,2,3,19,0,4,1,1,138
1898,2011-03-24,2,3,20,0,4,1,1,118
1899,2011-03-24,2,3,21,0,4,1,1,78
1900,2011-03-24,2,3,22,0,4,1,1,62
1901,2011-03-24,2,3,23,0,4,1,1,33
1902,2011-03-25,2,3,0,0,5,1,1,18
1903,2011-03-25,2,3,1,0,5,1,1,5
1904,2011-03-25,2,3,2,0,5,1,1,5
1905,2011-03-25,2,3,3,0,5,1,1,2
1906,2011-03-25,2,3,4,0,5,1,1,5
1907,2011-03-25,2,3,5,0,5,1,1,9
1908,2011-03-25,2,3,6,0,5,1,1,32
1909,2011-03-25,2,3,7,0,5,1,1,104
1910,2011-03-25,2,3,8,0,5,1,1,237
1911,2011-03-25,2,3,9,0,5,1,1,166
1912,2011-03-25,2,3,10,0,5,1,1,68
1913,2011-03-25,2,3,11,0,5,1,1,75
1914,2011-03-25,2,3,12,0,5,1,1,145
1915,2011-03-25,2,3,13,0,5,1,1,138
1916,2011-03-25,2,3,14,0,5,1,1,133
1917,2011-03-25,2,3,15,0,5,1,2,122
1918,2011-03-25,2,3,16,0,5,1,2,150
1919,2011-03-25,2,3,17,0,5,1,2,225
1920,2011-03-25,2,3,18,0,5,1,1,198
1921,2011-03-25,2,3,19,0,5,1,2,135
1922,2011-03-25,2,3,20,0,5,1,2,81
1923,2011-03-25,2,3,21,0,5,1,2,75
1924,2011-03-25,2,3,22,0,5,1,2,43
1925,2011-03-25,2,3,23,0,5,1,2,39
1926,2011-03-26,2,3,0,0,6,0,2,28
1927,2011-03-26,2,3,1,0,6,0,1,27
1928,2011-03-26,2,3,2,0,6,0,1,25
1929,2011-03-26,2,3,3,0,6,0,1,9
1930,2011-03-26,2,3,4,0,6,0,1,6
1931,2011-03-26,2,3,5,0,6,0,1,8
1932,2011-03-26,2,3,6,0,6,0,1,10
1933,2011-03-26,2,3,7,0,6,0,1,41
1934,2011-03-26,2,3,8,0,6,0,1,66
1935,2011-03-26,2,3,9,0,6,0,1,100
1936,2011-03-26,2,3,10,0,6,0,1,125
1937,2011-03-26,2,3,11,0,6,0,1,168
1938,2011-03-26,2,3,12,0,6,0,1,227
1939,2011-03-26,2,3,13,0,6,0,1,239
1940,2011-03-26,2,3,14,0,6,0,1,216
1941,2011-03-26,2,3,15,0,6,0,1,219
1942,2011-03-26,2,3,16,0,6,0,1,248
1943,2011-03-26,2,3,17,0,6,0,1,203
1944,2011-03-26,2,3,18,0,6,0,2,153
1945,2011-03-26,2,3,19,0,6,0,2,138
1946,2011-03-26,2,3,20,0,6,0,2,85
1947,2011-03-26,2,3,21,0,6,0,2,51
1948,2011-03-26,2,3,22,0,6,0,2,63
1949,2011-03-26,2,3,23,0,6,0,2,41
1950,2011-03-27,2,3,0,0,0,0,2,31
1951,2011-03-27,2,3,1,0,0,0,2,20
1952,2011-03-27,2,3,2,0,0,0,3,21
1953,2011-03-27,2,3,3,0,0,0,3,14
1954,2011-03-27,2,3,4,0,0,0,3,6
1955,2011-03-27,2,3,6,0,0,0,3,2
1956,2011-03-27,2,3,7,0,0,0,3,7
1957,2011-03-27,2,3,8,0,0,0,1,14
1958,2011-03-27,2,3,9,0,0,0,1,54
1959,2011-03-27,2,3,10,0,0,0,2,86
1960,2011-03-27,2,3,11,0,0,0,2,108
1961,2011-03-27,2,3,12,0,0,0,2,163
1962,2011-03-27,2,3,13,0,0,0,1,147
1963,2011-03-27,2,3,14,0,0,0,1,164
1964,2011-03-27,2,3,15,0,0,0,1,172
1965,2011-03-27,2,3,16,0,0,0,1,143
1966,2011-03-27,2,3,17,0,0,0,1,159
1967,2011-03-27,2,3,18,0,0,0,1,137
1968,2011-03-27,2,3,19,0,0,0,1,103
1969,2011-03-27,2,3,20,0,0,0,1,57
1970,2011-03-27,2,3,21,0,0,0,1,36
1971,2011-03-27,2,3,22,0,0,0,1,30
1972,2011-03-27,2,3,23,0,0,0,1,19
1973,2011-03-28,2,3,0,0,1,1,1,12
1974,2011-03-28,2,3,1,0,1,1,1,6
1975,2011-03-28,2,3,2,0,1,1,1,5
1976,2011-03-28,2,3,3,0,1,1,1,2
1977,2011-03-28,2,3,5,0,1,1,1,8
1978,2011-03-28,2,3,6,0,1,1,1,40
1979,2011-03-28,2,3,7,0,1,1,1,110
1980,2011-03-28,2,3,8,0,1,1,1,254
1981,2011-03-28,2,3,9,0,1,1,2,121
1982,2011-03-28,2,3,10,0,1,1,1,69
1983,2011-03-28,2,3,11,0,1,1,2,57
1984,2011-03-28,2,3,12,0,1,1,2,79
1985,2011-03-28,2,3,13,0,1,1,2,83
1986,2011-03-28,2,3,14,0,1,1,1,80
1987,2011-03-28,2,3,15,0,1,1,1,72
1988,2011-03-28,2,3,16,0,1,1,1,132
1989,2011-03-28,2,3,17,0,1,1,1,252
1990,2011-03-28,2,3,18,0,1,1,1,241
1991,2011-03-28,2,3,19,0,1,1,1,173
1992,2011-03-28,2,3,20,0,1,1,1,112
1993,2011-03-28,2,3,21,0,1,1,1,61
1994,2011-03-28,2,3,22,0,1,1,1,40
1995,2011-03-28,2,3,23,0,1,1,1,19
1996,2011-03-29,2,3,0,0,2,1,1,16
1997,2011-03-29,2,3,1,0,2,1,1,4
1998,2011-03-29,2,3,2,0,2,1,1,3
1999,2011-03-29,2,3,3,0,2,1,1,3
2000,2011-03-29,2,3,4,0,2,1,1,2
2001,2011-03-29,2,3,5,0,2,1,1,8
2002,2011-03-29,2,3,6,0,2,1,1,50
2003,2011-03-29,2,3,7,0,2,1,1,133
2004,2011-03-29,2,3,8,0,2,1,1,287
2005,2011-03-29,2,3,9,0,2,1,1,172
2006,2011-03-29,2,3,10,0,2,1,1,59
2007,2011-03-29,2,3,11,0,2,1,2,81
2008,2011-03-29,2,3,12,0,2,1,1,106
2009,2011-03-29,2,3,13,0,2,1,1,104
2010,2011-03-29,2,3,14,0,2,1,1,86
2011,2011-03-29,2,3,15,0,2,1,1,87
2012,2011-03-29,2,3,16,0,2,1,1,136
2013,2011-03-29,2,3,17,0,2,1,1,299
2014,2011-03-29,2,3,18,0,2,1,1,294
2015,2011-03-29,2,3,19,0,2,1,1,190
2016,2011-03-29,2,3,20,0,2,1,1,132
2017,2011-03-29,2,3,21,0,2,1,1,83
2018,2011-03-29,2,3,22,0,2,1,1,55
2019,2011-03-29,2,3,23,0,2,1,2,35
2020,2011-03-30,2,3,0,0,3,1,2,11
2021,2011-03-30,2,3,1,0,3,1,1,10
2022,2011-03-30,2,3,2,0,3,1,2,4
2023,2011-03-30,2,3,3,0,3,1,2,4
2024,2011-03-30,2,3,4,0,3,1,2,1
2025,2011-03-30,2,3,5,0,3,1,2,7
2026,2011-03-30,2,3,6,0,3,1,2,48
2027,2011-03-30,2,3,7,0,3,1,2,136
2028,2011-03-30,2,3,8,0,3,1,2,263
2029,2011-03-30,2,3,9,0,3,1,2,154
2030,2011-03-30,2,3,10,0,3,1,2,64
2031,2011-03-30,2,3,11,0,3,1,2,90
2032,2011-03-30,2,3,12,0,3,1,2,80
2033,2011-03-30,2,3,13,0,3,1,2,98
2034,2011-03-30,2,3,14,0,3,1,2,80
2035,2011-03-30,2,3,15,0,3,1,3,70
2036,2011-03-30,2,3,16,0,3,1,3,36
2037,2011-03-30,2,3,17,0,3,1,3,116
2038,2011-03-30,2,3,18,0,3,1,2,85
2039,2011-03-30,2,3,19,0,3,1,2,72
2040,2011-03-30,2,3,20,0,3,1,3,44
2041,2011-03-30,2,3,21,0,3,1,2,27
2042,2011-03-30,2,3,22,0,3,1,3,24
2043,2011-03-30,2,3,23,0,3,1,3,12
2044,2011-03-31,2,3,0,0,4,1,3,3
2045,2011-03-31,2,3,1,0,4,1,3,5
2046,2011-03-31,2,3,2,0,4,1,3,5
2047,2011-03-31,2,3,3,0,4,1,3,1
2048,2011-03-31,2,3,4,0,4,1,3,2
2049,2011-03-31,2,3,5,0,4,1,3,8
2050,2011-03-31,2,3,6,0,4,1,3,36
2051,2011-03-31,2,3,7,0,4,1,3,92
2052,2011-03-31,2,3,8,0,4,1,2,192
2053,2011-03-31,2,3,9,0,4,1,3,132
2054,2011-03-31,2,3,10,0,4,1,3,69
2055,2011-03-31,2,3,11,0,4,1,3,58
2056,2011-03-31,2,3,12,0,4,1,3,90
2057,2011-03-31,2,3,13,0,4,1,3,68
2058,2011-03-31,2,3,14,0,4,1,3,76
2059,2011-03-31,2,3,15,0,4,1,3,65
2060,2011-03-31,2,3,16,0,4,1,2,85
2061,2011-03-31,2,3,17,0,4,1,2,168
2062,2011-03-31,2,3,18,0,4,1,2,177
2063,2011-03-31,2,3,19,0,4,1,2,130
2064,2011-03-31,2,3,20,0,4,1,3,85
2065,2011-03-31,2,3,21,0,4,1,2,60
2066,2011-03-31,2,3,22,0,4,1,3,51
2067,2011-03-31,2,3,23,0,4,1,3,27
2068,2011-04-01,2,4,0,0,5,1,3,6
2069,2011-04-01,2,4,1,0,5,1,3,4
2070,2011-04-01,2,4,2,0,5,1,3,7
2071,2011-04-01,2,4,3,0,5,1,2,4
2072,2011-04-01,2,4,4,0,5,1,2,3
2073,2011-04-01,2,4,5,0,5,1,3,12
2074,2011-04-01,2,4,6,0,5,1,3,28
2075,2011-04-01,2,4,7,0,5,1,3,95
2076,2011-04-01,2,4,8,0,5,1,2,206
2077,2011-04-01,2,4,9,0,5,1,1,173
2078,2011-04-01,2,4,10,0,5,1,1,75
2079,2011-04-01,2,4,11,0,5,1,1,89
2080,2011-04-01,2,4,12,0,5,1,1,95
2081,2011-04-01,2,4,13,0,5,1,1,110
2082,2011-04-01,2,4,14,0,5,1,2,87
2083,2011-04-01,2,4,15,0,5,1,1,111
2084,2011-04-01,2,4,16,0,5,1,1,167
2085,2011-04-01,2,4,17,0,5,1,1,281
2086,2011-04-01,2,4,18,0,5,1,1,241
2087,2011-04-01,2,4,19,0,5,1,1,136
2088,2011-04-01,2,4,20,0,5,1,1,77
2089,2011-04-01,2,4,21,0,5,1,1,93
2090,2011-04-01,2,4,22,0,5,1,1,74
2091,2011-04-01,2,4,23,0,5,1,1,53
2092,2011-04-02,2,4,0,0,6,0,2,32
2093,2011-04-02,2,4,1,0,6,0,1,32
2094,2011-04-02,2,4,2,0,6,0,1,21
2095,2011-04-02,2,4,3,0,6,0,1,9
2096,2011-04-02,2,4,4,0,6,0,1,5
2097,2011-04-02,2,4,5,0,6,0,2,5
2098,2011-04-02,2,4,6,0,6,0,1,12
2099,2011-04-02,2,4,7,0,6,0,2,18
2100,2011-04-02,2,4,8,0,6,0,1,55
2101,2011-04-02,2,4,9,0,6,0,2,87
2102,2011-04-02,2,4,10,0,6,0,2,154
2103,2011-04-02,2,4,11,0,6,0,2,198
2104,2011-04-02,2,4,12,0,6,0,3,184
2105,2011-04-02,2,4,13,0,6,0,1,137
2106,2011-04-02,2,4,14,0,6,0,3,190
2107,2011-04-02,2,4,15,0,6,0,3,136
2108,2011-04-02,2,4,16,0,6,0,1,196
2109,2011-04-02,2,4,17,0,6,0,1,184
2110,2011-04-02,2,4,18,0,6,0,1,179
2111,2011-04-02,2,4,19,0,6,0,1,148
2112,2011-04-02,2,4,20,0,6,0,1,85
2113,2011-04-02,2,4,21,0,6,0,1,77
2114,2011-04-02,2,4,22,0,6,0,1,55
2115,2011-04-02,2,4,23,0,6,0,1,53
2116,2011-04-03,2,4,0,0,0,0,1,39
2117,2011-04-03,2,4,1,0,0,0,1,34
2118,2011-04-03,2,4,2,0,0,0,1,24
2119,2011-04-03,2,4,3,0,0,0,1,11
2120,2011-04-03,2,4,4,0,0,0,1,3
2121,2011-04-03,2,4,5,0,0,0,1,5
2122,2011-04-03,2,4,6,0,0,0,1,33
2123,2011-04-03,2,4,7,0,0,0,1,33
2124,2011-04-03,2,4,8,0,0,0,1,62
2125,2011-04-03,2,4,9,0,0,0,1,142
2126,2011-04-03,2,4,10,0,0,0,1,215
2127,2011-04-03,2,4,11,0,0,0,1,243
2128,2011-04-03,2,4,12,0,0,0,1,313
2129,2011-04-03,2,4,13,0,0,0,1,367
2130,2011-04-03,2,4,14,0,0,0,1,349
2131,2011-04-03,2,4,15,0,0,0,2,292
